domain,price,currency,date,source,tld,keyword,position
smartpixable.com,4586,USD,2026-06-14,augmented_keyword,com,pix,middle
apppixllc.com,1642,USD,2026-06-14,augmented_keyword,com,pix,middle
pixio.net,7043,USD,2026-06-14,augmented_keyword,net,pix,start
hubpix.xyz,9318,USD,2026-06-14,augmented_keyword,xyz,pix,end
nowpixable.com,6066,USD,2026-06-14,augmented_keyword,com,pix,middle
onlinepix.app,3963,USD,2026-06-14,augmented_keyword,app,pix,end
hubpix.com,7436,USD,2026-06-14,augmented_keyword,com,pix,end
webpixmax.com,1333,USD,2026-06-14,augmented_keyword,com,pix,middle
easypixgo.io,2329,USD,2026-06-14,augmented_keyword,io,pix,middle
pixio.com,13254,USD,2026-06-14,augmented_keyword,com,pix,start
worldpix.net,4220,USD,2026-06-14,augmented_keyword,net,pix,end
propix.com,978,USD,2026-06-14,augmented_keyword,com,pix,end
pix.xyz,5189,USD,2026-06-14,augmented_keyword,xyz,pix,exact
easypixpro.io,2981,USD,2026-06-14,augmented_keyword,io,pix,middle
bestpix.ai,2587,USD,2026-06-14,augmented_keyword,ai,pix,end
toppix.shop,1528,USD,2026-06-14,augmented_keyword,shop,pix,end
pix.app,9530,USD,2026-06-14,augmented_keyword,app,pix,exact
maxpixlab.com,2865,USD,2026-06-14,augmented_keyword,com,pix,middle
mypixhq.com,2803,USD,2026-06-14,augmented_keyword,com,pix,middle
gopix.ai,4586,USD,2026-06-14,augmented_keyword,ai,pix,end
pixai.com,1335,USD,2026-06-14,augmented_keyword,com,pix,start
easypixplus.online,2636,USD,2026-06-14,augmented_keyword,online,pix,middle
pixweb.com,6707,USD,2026-06-14,augmented_keyword,com,pix,start
pixplus.xyz,3448,USD,2026-06-14,augmented_keyword,xyz,pix,start
pixinc.io,2604,USD,2026-06-14,augmented_keyword,io,pix,start
storepix.ai,6293,USD,2026-06-14,augmented_keyword,ai,pix,end
pixnew.io,9501,USD,2026-06-14,augmented_keyword,io,pix,start
fastpixpro.com,2589,USD,2026-06-14,augmented_keyword,com,pix,middle
ass.store,3281,USD,2026-06-14,augmented_keyword,store,ass,exact
fastass.co.uk,1543,USD,2026-06-14,augmented_keyword,co.uk,ass,end
theasshub.com,1253,USD,2026-06-14,augmented_keyword,com,ass,middle
storeassable.com,1017,USD,2026-06-14,augmented_keyword,com,ass,middle
goass.io,2652,USD,2026-06-14,augmented_keyword,io,ass,end
worldass.com,1631,USD,2026-06-14,augmented_keyword,com,ass,end
proassglobal.app,5563,USD,2026-06-14,augmented_keyword,app,ass,middle
assshop.me,3508,USD,2026-06-14,augmented_keyword,me,ass,start
asseasy.com,2362,USD,2026-06-14,augmented_keyword,com,ass,start
ass.tech,3440,USD,2026-06-14,augmented_keyword,tech,ass,exact
asstop.net,909,USD,2026-06-14,augmented_keyword,net,ass,start
asshub.com,1165,USD,2026-06-14,augmented_keyword,com,ass,start
myassfast.com,3024,USD,2026-06-14,augmented_keyword,com,ass,middle
asspro.com,2559,USD,2026-06-14,augmented_keyword,com,ass,start
digitalassinc.com,2433,USD,2026-06-14,augmented_keyword,com,ass,middle
storeasslab.ai,3492,USD,2026-06-14,augmented_keyword,ai,ass,middle
ass.info,1790,USD,2026-06-14,augmented_keyword,info,ass,exact
assly.com,1829,USD,2026-06-14,augmented_keyword,com,ass,start
onlineassapp.co,10000,USD,2026-06-14,augmented_keyword,co,ass,middle
onlineass.shop,3335,USD,2026-06-14,augmented_keyword,shop,ass,end
groupassget.co,2670,USD,2026-06-14,augmented_keyword,co,ass,middle
assapp.net,2764,USD,2026-06-14,augmented_keyword,net,ass,start
onlineassai.com,6140,USD,2026-06-14,augmented_keyword,com,ass,middle
easyassplus.com,7979,USD,2026-06-14,augmented_keyword,com,ass,middle
assnow.com,1426,USD,2026-06-14,augmented_keyword,com,ass,start
plusassnow.com,1687,USD,2026-06-14,augmented_keyword,com,ass,middle
hqassglobal.ai,3766,USD,2026-06-14,augmented_keyword,ai,ass,middle
assmax.xyz,2803,USD,2026-06-14,augmented_keyword,xyz,ass,start
buyass.com,1948,USD,2026-06-14,augmented_keyword,com,ass,end
worldass.app,1985,USD,2026-06-14,augmented_keyword,app,ass,end
globalass.ai,1394,USD,2026-06-14,augmented_keyword,ai,ass,end
assco.com,2489,USD,2026-06-14,augmented_keyword,com,ass,start
asscloud.net,3549,USD,2026-06-14,augmented_keyword,net,ass,start
plusassai.com,2373,USD,2026-06-14,augmented_keyword,com,ass,middle
assfast.app,1230,USD,2026-06-14,augmented_keyword,app,ass,start
theassco.com,3905,USD,2026-06-14,augmented_keyword,com,ass,middle
myasscorp.com,10000,USD,2026-06-14,augmented_keyword,com,ass,middle
nowass.com,672,USD,2026-06-14,augmented_keyword,com,ass,end
bestass.com,792,USD,2026-06-14,augmented_keyword,com,ass,end
groupassmy.com,1171,USD,2026-06-14,augmented_keyword,com,ass,middle
hubassable.com,5148,USD,2026-06-14,augmented_keyword,com,ass,middle
maxassthe.com,2828,USD,2026-06-14,augmented_keyword,com,ass,middle
assbox.com,5250,USD,2026-06-14,augmented_keyword,com,ass,start
assmedia.com,4742,USD,2026-06-14,augmented_keyword,com,ass,start
groupassify.com,460,USD,2026-06-14,augmented_keyword,com,ass,middle
topassnow.club,4437,USD,2026-06-14,augmented_keyword,club,ass,middle
groupassnow.com,7214,USD,2026-06-14,augmented_keyword,com,ass,middle
ass.xyz,5287,USD,2026-06-14,augmented_keyword,xyz,ass,exact
assbuy.com,2312,USD,2026-06-14,augmented_keyword,com,ass,start
assonline.com,2949,USD,2026-06-14,augmented_keyword,com,ass,start
webassworld.com,759,USD,2026-06-14,augmented_keyword,com,ass,middle
assplus.com,2976,USD,2026-06-14,augmented_keyword,com,ass,start
theass.io,1213,USD,2026-06-14,augmented_keyword,io,ass,end
getasspro.com,3639,USD,2026-06-14,augmented_keyword,com,ass,middle
assget.tv,3825,USD,2026-06-14,augmented_keyword,tv,ass,start
hqasshq.com,7604,USD,2026-06-14,augmented_keyword,com,ass,middle
assonline.de,7034,USD,2026-06-14,augmented_keyword,de,ass,start
asshq.org,2794,USD,2026-06-14,augmented_keyword,org,ass,start
globalass.online,5189,USD,2026-06-14,augmented_keyword,online,ass,end
assfast.com,1298,USD,2026-06-14,augmented_keyword,com,ass,start
newasslab.com,4338,USD,2026-06-14,augmented_keyword,com,ass,middle
assworld.co.uk,3557,USD,2026-06-14,augmented_keyword,co.uk,ass,start
ass.dev,2453,USD,2026-06-14,augmented_keyword,dev,ass,exact
assglobal.net,2828,USD,2026-06-14,augmented_keyword,net,ass,start
assinc.us,3636,USD,2026-06-14,augmented_keyword,us,ass,start
shopicsgroup.com,5030,USD,2026-06-14,augmented_keyword,com,ics,middle
icsgroup.com,2130,USD,2026-06-14,augmented_keyword,com,ics,start
icsonline.net,3159,USD,2026-06-14,augmented_keyword,net,ics,start
ics.de,3135,USD,2026-06-14,augmented_keyword,de,ics,exact
easyicsworld.com,2848,USD,2026-06-14,augmented_keyword,com,ics,middle
storeicshub.online,3486,USD,2026-06-14,augmented_keyword,online,ics,middle
buyics.io,4572,USD,2026-06-14,augmented_keyword,io,ics,end
shopicslab.com,4556,USD,2026-06-14,augmented_keyword,com,ics,middle
nowics.com,6395,USD,2026-06-14,augmented_keyword,com,ics,end
shopicsdigital.com,1844,USD,2026-06-14,augmented_keyword,com,ics,middle
maxicsmy.xyz,4452,USD,2026-06-14,augmented_keyword,xyz,ics,middle
theics.io,4722,USD,2026-06-14,augmented_keyword,io,ics,end
digitalicsbuy.com,2451,USD,2026-06-14,augmented_keyword,com,ics,middle
besticsly.com,2485,USD,2026-06-14,augmented_keyword,com,ics,middle
icsio.co.uk,1746,USD,2026-06-14,augmented_keyword,co.uk,ics,start
myicsshop.app,2209,USD,2026-06-14,augmented_keyword,app,ics,middle
getics.com,1427,USD,2026-06-14,augmented_keyword,com,ics,end
ics.app,7057,USD,2026-06-14,augmented_keyword,app,ics,exact
icspro.com,5893,USD,2026-06-14,augmented_keyword,com,ics,start
smarticsglobal.com,1597,USD,2026-06-14,augmented_keyword,com,ics,middle
icsapp.io,4481,USD,2026-06-14,augmented_keyword,io,ics,start
icsai.com,3057,USD,2026-06-14,augmented_keyword,com,ics,start
hubics.app,4222,USD,2026-06-14,augmented_keyword,app,ics,end
easyics.com,3235,USD,2026-06-14,augmented_keyword,com,ics,end
easyicsmedia.ai,2598,USD,2026-06-14,augmented_keyword,ai,ics,middle
icsonline.io,5878,USD,2026-06-14,augmented_keyword,io,ics,start
theics.online,4126,USD,2026-06-14,augmented_keyword,online,ics,end
icsworld.com,3372,USD,2026-06-14,augmented_keyword,com,ics,start
icsstore.io,2882,USD,2026-06-14,augmented_keyword,io,ics,start
icsbox.net,4223,USD,2026-06-14,augmented_keyword,net,ics,start
icsglobal.co.uk,1729,USD,2026-06-14,augmented_keyword,co.uk,ics,start
easyicsbest.com,3617,USD,2026-06-14,augmented_keyword,com,ics,middle
maxics.com,1260,USD,2026-06-14,augmented_keyword,com,ics,end
maxicsbox.com,3163,USD,2026-06-14,augmented_keyword,com,ics,middle
globalicsify.com,4422,USD,2026-06-14,augmented_keyword,com,ics,middle
shopicsplus.com,2994,USD,2026-06-14,augmented_keyword,com,ics,middle
icsapp.org,4557,USD,2026-06-14,augmented_keyword,org,ics,start
icsmedia.com,6365,USD,2026-06-14,augmented_keyword,com,ics,start
appicsify.com,892,USD,2026-06-14,augmented_keyword,com,ics,middle
icscorp.co.uk,4898,USD,2026-06-14,augmented_keyword,co.uk,ics,start
icshq.net,2126,USD,2026-06-14,augmented_keyword,net,ics,start
cloudicstop.tech,3465,USD,2026-06-14,augmented_keyword,tech,ics,middle
icsapp.app,5458,USD,2026-06-14,augmented_keyword,app,ics,start
webics.co,3212,USD,2026-06-14,augmented_keyword,co,ics,end
webics.app,8107,USD,2026-06-14,augmented_keyword,app,ics,end
plusics.com,3323,USD,2026-06-14,augmented_keyword,com,ics,end
besticsmedia.com,3868,USD,2026-06-14,augmented_keyword,com,ics,middle
ics.us,1376,USD,2026-06-14,augmented_keyword,us,ics,exact
fastics.com,4422,USD,2026-06-14,augmented_keyword,com,ics,end
onlineicsnew.com,4854,USD,2026-06-14,augmented_keyword,com,ics,middle
buyicslab.com,4561,USD,2026-06-14,augmented_keyword,com,ics,middle
storeicsable.com,4231,USD,2026-06-14,augmented_keyword,com,ics,middle
icshub.com,2386,USD,2026-06-14,augmented_keyword,com,ics,start
ics.tv,3231,USD,2026-06-14,augmented_keyword,tv,ics,exact
icsly.io,5767,USD,2026-06-14,augmented_keyword,io,ics,start
hqicsfast.com,3179,USD,2026-06-14,augmented_keyword,com,ics,middle
icsable.com,3401,USD,2026-06-14,augmented_keyword,com,ics,start
geticsglobal.ai,2394,USD,2026-06-14,augmented_keyword,ai,ics,middle
newics.info,4731,USD,2026-06-14,augmented_keyword,info,ics,end
nowicsglobal.com,3540,USD,2026-06-14,augmented_keyword,com,ics,middle
icseasy.org,2030,USD,2026-06-14,augmented_keyword,org,ics,start
goicsly.com,3357,USD,2026-06-14,augmented_keyword,com,ics,middle
icsify.de,1860,USD,2026-06-14,augmented_keyword,de,ics,start
storesadnew.co,6613,USD,2026-06-14,augmented_keyword,co,sad,middle
shopsad.io,5221,USD,2026-06-14,augmented_keyword,io,sad,end
sadio.net,3293,USD,2026-06-14,augmented_keyword,net,sad,start
shopsadworld.net,4297,USD,2026-06-14,augmented_keyword,net,sad,middle
sadmax.net,3360,USD,2026-06-14,augmented_keyword,net,sad,start
sadnew.io,33102,USD,2026-06-14,augmented_keyword,io,sad,start
saddigital.net,6059,USD,2026-06-14,augmented_keyword,net,sad,start
smartsadworld.net,3820,USD,2026-06-14,augmented_keyword,net,sad,middle
sadtech.com,6359,USD,2026-06-14,augmented_keyword,com,sad,start
gosad.com,952,USD,2026-06-14,augmented_keyword,com,sad,end
sadbest.com,5544,USD,2026-06-14,augmented_keyword,com,sad,start
nowsadpro.com,2886,USD,2026-06-14,augmented_keyword,com,sad,middle
smartsadhq.com,2537,USD,2026-06-14,augmented_keyword,com,sad,middle
sad.info,5403,USD,2026-06-14,augmented_keyword,info,sad,exact
sadeasy.net,3587,USD,2026-06-14,augmented_keyword,net,sad,start
storesadtech.us,7259,USD,2026-06-14,augmented_keyword,us,sad,middle
sadonline.net,1475,USD,2026-06-14,augmented_keyword,net,sad,start
sad.dev,17090,USD,2026-06-14,augmented_keyword,dev,sad,exact
onlinesad.io,7804,USD,2026-06-14,augmented_keyword,io,sad,end
plussad.xyz,1175,USD,2026-06-14,augmented_keyword,xyz,sad,end
shopsad.com,4773,USD,2026-06-14,augmented_keyword,com,sad,end
hubsadbuy.io,12471,USD,2026-06-14,augmented_keyword,io,sad,middle
hqsad.com,4604,USD,2026-06-14,augmented_keyword,com,sad,end
sad.xyz,8924,USD,2026-06-14,augmented_keyword,xyz,sad,exact
maxsad.net,2030,USD,2026-06-14,augmented_keyword,net,sad,end
sadbuy.net,3753,USD,2026-06-14,augmented_keyword,net,sad,start
mysad.net,7369,USD,2026-06-14,augmented_keyword,net,sad,end
storesadapp.net,5530,USD,2026-06-14,augmented_keyword,net,sad,middle
nowsad.com,2109,USD,2026-06-14,augmented_keyword,com,sad,end
worldsad.net,11931,USD,2026-06-14,augmented_keyword,net,sad,end
sadget.com,5876,USD,2026-06-14,augmented_keyword,com,sad,start
sadtech.net,1463,USD,2026-06-14,augmented_keyword,net,sad,start
prosad.net,4375,USD,2026-06-14,augmented_keyword,net,sad,end
smartsad.com,1723,USD,2026-06-14,augmented_keyword,com,sad,end
sadlab.com,1700,USD,2026-06-14,augmented_keyword,com,sad,start
sad.app,14048,USD,2026-06-14,augmented_keyword,app,sad,exact
sadllc.net,5788,USD,2026-06-14,augmented_keyword,net,sad,start
mysadtech.net,1922,USD,2026-06-14,augmented_keyword,net,sad,middle
sadthe.ai,1088,USD,2026-06-14,augmented_keyword,ai,sad,start
smartsadable.com,7619,USD,2026-06-14,augmented_keyword,com,sad,middle
topsad.com,33102,USD,2026-06-14,augmented_keyword,com,sad,end
sadbuy.info,6677,USD,2026-06-14,augmented_keyword,info,sad,start
sad.co.uk,2952,USD,2026-06-14,augmented_keyword,co.uk,sad,exact
onlinesad.com,1979,USD,2026-06-14,augmented_keyword,com,sad,end
mysad.de,15017,USD,2026-06-14,augmented_keyword,de,sad,end
sad.online,5292,USD,2026-06-14,augmented_keyword,online,sad,exact
globalsad.com,19324,USD,2026-06-14,augmented_keyword,com,sad,end
appsadthe.co.uk,1709,USD,2026-06-14,augmented_keyword,co.uk,sad,middle
sadstore.com,10170,USD,2026-06-14,augmented_keyword,com,sad,start
groupsad.net,17545,USD,2026-06-14,augmented_keyword,net,sad,end
plussadtop.com,2945,USD,2026-06-14,augmented_keyword,com,sad,middle
sadmy.co,12146,USD,2026-06-14,augmented_keyword,co,sad,start
onlinesadapp.net,6820,USD,2026-06-14,augmented_keyword,net,sad,middle
topsadable.com,11232,USD,2026-06-14,augmented_keyword,com,sad,middle
appsad.co,9092,USD,2026-06-14,augmented_keyword,co,sad,end
thesad.net,1748,USD,2026-06-14,augmented_keyword,net,sad,end
sadthe.com,4572,USD,2026-06-14,augmented_keyword,com,sad,start
plussadapp.com,6411,USD,2026-06-14,augmented_keyword,com,sad,middle
mysad.me,7369,USD,2026-06-14,augmented_keyword,me,sad,end
hubsadplus.com,7383,USD,2026-06-14,augmented_keyword,com,sad,middle
onlinesadhq.xyz,13099,USD,2026-06-14,augmented_keyword,xyz,sad,middle
sadco.ai,4098,USD,2026-06-14,augmented_keyword,ai,sad,start
sadshop.com,6694,USD,2026-06-14,augmented_keyword,com,sad,start
worldsadai.com,7678,USD,2026-06-14,augmented_keyword,com,sad,middle
topsadweb.org,6972,USD,2026-06-14,augmented_keyword,org,sad,middle
smartsadinc.net,3562,USD,2026-06-14,augmented_keyword,net,sad,middle
sadlab.org,2771,USD,2026-06-14,augmented_keyword,org,sad,start
storesadshop.xyz,1052,USD,2026-06-14,augmented_keyword,xyz,sad,middle
maxsadcorp.ai,2941,USD,2026-06-14,augmented_keyword,ai,sad,middle
hqsad.net,542,USD,2026-06-14,augmented_keyword,net,sad,end
mysadmax.co,5524,USD,2026-06-14,augmented_keyword,co,sad,middle
websadable.com,457,USD,2026-06-14,augmented_keyword,com,sad,middle
sadify.net,4745,USD,2026-06-14,augmented_keyword,net,sad,start
sadthe.org,6404,USD,2026-06-14,augmented_keyword,org,sad,start
sadglobal.net,1878,USD,2026-06-14,augmented_keyword,net,sad,start
onlinebaubest.de,2112,USD,2026-06-14,augmented_keyword,de,bau,middle
bauapp.com,4714,USD,2026-06-14,augmented_keyword,com,bau,start
bauthe.app,2211,USD,2026-06-14,augmented_keyword,app,bau,start
probauly.com,2970,USD,2026-06-14,augmented_keyword,com,bau,middle
probaugroup.de,5992,USD,2026-06-14,augmented_keyword,de,bau,middle
maxbau.com,1546,USD,2026-06-14,augmented_keyword,com,bau,end
globalbauhub.de,9865,USD,2026-06-14,augmented_keyword,de,bau,middle
storebau.io,5893,USD,2026-06-14,augmented_keyword,io,bau,end
globalbau.io,827,USD,2026-06-14,augmented_keyword,io,bau,end
globalbaullc.de,1561,USD,2026-06-14,augmented_keyword,de,bau,middle
appbaubest.com,2594,USD,2026-06-14,augmented_keyword,com,bau,middle
baumax.us,2750,USD,2026-06-14,augmented_keyword,us,bau,start
newbau.xyz,1200,USD,2026-06-14,augmented_keyword,xyz,bau,end
thebaucorp.de,961,USD,2026-06-14,augmented_keyword,de,bau,middle
baubox.org,10341,USD,2026-06-14,augmented_keyword,org,bau,start
plusbauonline.org,6713,USD,2026-06-14,augmented_keyword,org,bau,middle
globalbautech.com,5767,USD,2026-06-14,augmented_keyword,com,bau,middle
cloudbauco.de,4237,USD,2026-06-14,augmented_keyword,de,bau,middle
globalbau.co,6055,USD,2026-06-14,augmented_keyword,co,bau,end
hubbautop.org,3409,USD,2026-06-14,augmented_keyword,org,bau,middle
maxbau.de,2773,USD,2026-06-14,augmented_keyword,de,bau,end
bestbauco.de,3123,USD,2026-06-14,augmented_keyword,de,bau,middle
fastbaubuy.org,3191,USD,2026-06-14,augmented_keyword,org,bau,middle
cloudbau.org,2625,USD,2026-06-14,augmented_keyword,org,bau,end
getbau.ai,6962,USD,2026-06-14,augmented_keyword,ai,bau,end
nowbau.site,5119,USD,2026-06-14,augmented_keyword,site,bau,end
buybauco.com,8718,USD,2026-06-14,augmented_keyword,com,bau,middle
fastbau.com,3592,USD,2026-06-14,augmented_keyword,com,bau,end
bauget.net,1671,USD,2026-06-14,augmented_keyword,net,bau,start
mybaubuy.com,4219,USD,2026-06-14,augmented_keyword,com,bau,middle
mybauco.de,2274,USD,2026-06-14,augmented_keyword,de,bau,middle
newbau.app,3052,USD,2026-06-14,augmented_keyword,app,bau,end
bau.shop,2337,USD,2026-06-14,augmented_keyword,shop,bau,exact
bauthe.xyz,2704,USD,2026-06-14,augmented_keyword,xyz,bau,start
bauthe.org,1371,USD,2026-06-14,augmented_keyword,org,bau,start
baucloud.com,7288,USD,2026-06-14,augmented_keyword,com,bau,start
gobau.de,1256,USD,2026-06-14,augmented_keyword,de,bau,end
bauable.com,9489,USD,2026-06-14,augmented_keyword,com,bau,start
cloudbaumax.io,10956,USD,2026-06-14,augmented_keyword,io,bau,middle
hubbauinc.de,2548,USD,2026-06-14,augmented_keyword,de,bau,middle
buybau.com,9117,USD,2026-06-14,augmented_keyword,com,bau,end
worldbauinc.org,2204,USD,2026-06-14,augmented_keyword,org,bau,middle
onlinebau.club,2158,USD,2026-06-14,augmented_keyword,club,bau,end
baucorp.io,3780,USD,2026-06-14,augmented_keyword,io,bau,start
appbau.de,4586,USD,2026-06-14,augmented_keyword,de,bau,end
easybau.xyz,5149,USD,2026-06-14,augmented_keyword,xyz,bau,end
easybau.app,8335,USD,2026-06-14,augmented_keyword,app,bau,end
baucloud.net,3104,USD,2026-06-14,augmented_keyword,net,bau,start
groupbauinc.com,5742,USD,2026-06-14,augmented_keyword,com,bau,middle
bestbaucloud.net,8094,USD,2026-06-14,augmented_keyword,net,bau,middle
bauco.de,1731,USD,2026-06-14,augmented_keyword,de,bau,start
mybauco.org,5410,USD,2026-06-14,augmented_keyword,org,bau,middle
bauweb.com,5666,USD,2026-06-14,augmented_keyword,com,bau,start
baufast.com,937,USD,2026-06-14,augmented_keyword,com,bau,start
mybau.info,6619,USD,2026-06-14,augmented_keyword,info,bau,end
baugroup.com,1866,USD,2026-06-14,augmented_keyword,com,bau,start
probau.com,3092,USD,2026-06-14,augmented_keyword,com,bau,end
exrgo.com,4260,USD,2026-06-14,augmented_keyword,com,exr,start
easyexr.com,2919,USD,2026-06-14,augmented_keyword,com,exr,end
fastexr.com,3640,USD,2026-06-14,augmented_keyword,com,exr,end
hubexr.com,4222,USD,2026-06-14,augmented_keyword,com,exr,end
exrpro.com,3436,USD,2026-06-14,augmented_keyword,com,exr,start
bestexr.xyz,4073,USD,2026-06-14,augmented_keyword,xyz,exr,end
globalexrworld.ai,3624,USD,2026-06-14,augmented_keyword,ai,exr,middle
cloudexr.com,5148,USD,2026-06-14,augmented_keyword,com,exr,end
proexrapp.co.uk,5121,USD,2026-06-14,augmented_keyword,co.uk,exr,middle
fastexrcorp.com,2008,USD,2026-06-14,augmented_keyword,com,exr,middle
exrnow.online,2142,USD,2026-06-14,augmented_keyword,online,exr,start
exrai.org,4536,USD,2026-06-14,augmented_keyword,org,exr,start
exrmedia.com,9469,USD,2026-06-14,augmented_keyword,com,exr,start
digitalexrcorp.com,1291,USD,2026-06-14,augmented_keyword,com,exr,middle
exr.co,3326,USD,2026-06-14,augmented_keyword,co,exr,exact
topexr.co,3225,USD,2026-06-14,augmented_keyword,co,exr,end
exrllc.com,9778,USD,2026-06-14,augmented_keyword,com,exr,start
newexrapp.com,4263,USD,2026-06-14,augmented_keyword,com,exr,middle
hubexrmax.io,4939,USD,2026-06-14,augmented_keyword,io,exr,middle
exrfast.com,6707,USD,2026-06-14,augmented_keyword,com,exr,start
worldexrworld.shop,8914,USD,2026-06-14,augmented_keyword,shop,exr,middle
exrsmart.com,5829,USD,2026-06-14,augmented_keyword,com,exr,start
nowexrnow.com,2353,USD,2026-06-14,augmented_keyword,com,exr,middle
exronline.dev,7593,USD,2026-06-14,augmented_keyword,dev,exr,start
shopexr.ai,5950,USD,2026-06-14,augmented_keyword,ai,exr,end
exr.xyz,6153,USD,2026-06-14,augmented_keyword,xyz,exr,exact
exrworld.com,6575,USD,2026-06-14,augmented_keyword,com,exr,start
exrly.com,6338,USD,2026-06-14,augmented_keyword,com,exr,start
exrbox.com,3757,USD,2026-06-14,augmented_keyword,com,exr,start
nowexrable.ai,1542,USD,2026-06-14,augmented_keyword,ai,exr,middle
globalexr.com,3791,USD,2026-06-14,augmented_keyword,com,exr,end
bestexrtop.info,2834,USD,2026-06-14,augmented_keyword,info,exr,middle
exrgroup.com,1871,USD,2026-06-14,augmented_keyword,com,exr,start
exr.store,6804,USD,2026-06-14,augmented_keyword,store,exr,exact
globalexr.net,3567,USD,2026-06-14,augmented_keyword,net,exr,end
plusexrtop.com,3877,USD,2026-06-14,augmented_keyword,com,exr,middle
fastexr.org,8247,USD,2026-06-14,augmented_keyword,org,exr,end
hubexrgo.com,3807,USD,2026-06-14,augmented_keyword,com,exr,middle
exr.site,9778,USD,2026-06-14,augmented_keyword,site,exr,exact
groupexrbox.org,2489,USD,2026-06-14,augmented_keyword,org,exr,middle
newexrly.com,7766,USD,2026-06-14,augmented_keyword,com,exr,middle
exrweb.co.uk,3092,USD,2026-06-14,augmented_keyword,co.uk,exr,start
exrgroup.co,2977,USD,2026-06-14,augmented_keyword,co,exr,start
exrcorp.com,2421,USD,2026-06-14,augmented_keyword,com,exr,start
exrglobal.com,7111,USD,2026-06-14,augmented_keyword,com,exr,start
exrinc.co.uk,3941,USD,2026-06-14,augmented_keyword,co.uk,exr,start
theexrbest.com,8920,USD,2026-06-14,augmented_keyword,com,exr,middle
appexrmedia.co,5372,USD,2026-06-14,augmented_keyword,co,exr,middle
maxexrglobal.net,2370,USD,2026-06-14,augmented_keyword,net,exr,middle
exrweb.org,2916,USD,2026-06-14,augmented_keyword,org,exr,start
proexr.net,1672,USD,2026-06-14,augmented_keyword,net,exr,end
hqexreasy.ai,5762,USD,2026-06-14,augmented_keyword,ai,exr,middle
getexrinc.us,6362,USD,2026-06-14,augmented_keyword,us,exr,middle
maxexrtech.co.uk,3747,USD,2026-06-14,augmented_keyword,co.uk,exr,middle
fastexrapp.com,3350,USD,2026-06-14,augmented_keyword,com,exr,middle
maxexrio.com,7388,USD,2026-06-14,augmented_keyword,com,exr,middle
exrthe.biz,4895,USD,2026-06-14,augmented_keyword,biz,exr,start
bestexr.io,9606,USD,2026-06-14,augmented_keyword,io,exr,end
smartexrinc.com,5666,USD,2026-06-14,augmented_keyword,com,exr,middle
exrdigital.ai,3074,USD,2026-06-14,augmented_keyword,ai,exr,start
easyexrstore.xyz,3315,USD,2026-06-14,augmented_keyword,xyz,exr,middle
hubexrbest.com,3318,USD,2026-06-14,augmented_keyword,com,exr,middle
exrio.com,2128,USD,2026-06-14,augmented_keyword,com,exr,start
exr.tech,2982,USD,2026-06-14,augmented_keyword,tech,exr,exact
exrtop.com,3274,USD,2026-06-14,augmented_keyword,com,exr,start
shopexr.com,3851,USD,2026-06-14,augmented_keyword,com,exr,end
groupexr.com,6414,USD,2026-06-14,augmented_keyword,com,exr,end
exronline.org,5023,USD,2026-06-14,augmented_keyword,org,exr,start
exrdigital.com,2689,USD,2026-06-14,augmented_keyword,com,exr,start
gameapp.com,4627,USD,2026-06-14,augmented_keyword,com,game,start
gamebuy.org,8461,USD,2026-06-14,augmented_keyword,org,game,start
mygame.com,3114,USD,2026-06-14,augmented_keyword,com,game,end
cloudgameweb.com,6340,USD,2026-06-14,augmented_keyword,com,game,middle
gametop.dev,1335,USD,2026-06-14,augmented_keyword,dev,game,start
getgame.ai,1246,USD,2026-06-14,augmented_keyword,ai,game,end
gamegroup.com,2193,USD,2026-06-14,augmented_keyword,com,game,start
gameglobal.com,3350,USD,2026-06-14,augmented_keyword,com,game,start
bestgamedigital.net,1615,USD,2026-06-14,augmented_keyword,net,game,middle
gamesmart.com,10373,USD,2026-06-14,augmented_keyword,com,game,start
newgamecloud.com,570,USD,2026-06-14,augmented_keyword,com,game,middle
game.tech,1875,USD,2026-06-14,augmented_keyword,tech,game,exact
bestgame.dev,4421,USD,2026-06-14,augmented_keyword,dev,game,end
fastgameweb.com,5029,USD,2026-06-14,augmented_keyword,com,game,middle
gameshop.net,1587,USD,2026-06-14,augmented_keyword,net,game,start
hqgamebox.com,1015,USD,2026-06-14,augmented_keyword,com,game,middle
gameplus.io,13461,USD,2026-06-14,augmented_keyword,io,game,start
plusgame.com,3236,USD,2026-06-14,augmented_keyword,com,game,end
gamecorp.ai,3884,USD,2026-06-14,augmented_keyword,ai,game,start
game.co.uk,7288,USD,2026-06-14,augmented_keyword,co.uk,game,exact
storegame.com,4133,USD,2026-06-14,augmented_keyword,com,game,end
webgame.com,2172,USD,2026-06-14,augmented_keyword,com,game,end
gameonline.net,15843,USD,2026-06-14,augmented_keyword,net,game,start
digitalgame.com,3026,USD,2026-06-14,augmented_keyword,com,game,end
worldgame.com,3530,USD,2026-06-14,augmented_keyword,com,game,end
gameapp.org,5893,USD,2026-06-14,augmented_keyword,org,game,start
bestgame.info,3679,USD,2026-06-14,augmented_keyword,info,game,end
game.us,9254,USD,2026-06-14,augmented_keyword,us,game,exact
digitalgamestore.com,969,USD,2026-06-14,augmented_keyword,com,game,middle
onlinegamefast.com,5470,USD,2026-06-14,augmented_keyword,com,game,middle
gamelab.net,4713,USD,2026-06-14,augmented_keyword,net,game,start
